comment video_id video_name playlist_name comment_id annotator_openaichat_v0_setup annotator_openaichat_v8_confusion annotator_openaichat_v74_pedagogy
"Like dislike. You plebs can not put a substance in this comment section" YiqIkSHSmyc "Lecture 1: The Column Space of A Contains All Vectors Ax" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 7352.0 0.0 0.0 0.0
"@MITOCW can you up the course Real Analysis 18.100B?" cqdUuREzGuo "Lecture 8: Lebesgue Measurable Subsets and Measure" "MIT 18.102 Introduction to Functional Analysis, Spring 2021" 1670.0 0.0 0.0 0.0
GOAT nbENJ-Ce7Nc "Lecture 3: Cantor's Remarkable Theorem and the Rationals' Lack of the Least Upper Bound Property" "MIT 18.100A Real Analysis, Fall 2020" 3969.0 0.0 0.0 0.0
"Do you know better? :D" bHdzkFrgRcA "Lec 3: Matrices; inverse matrices | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 3420.0 0.0 0.0 0.0
"He said ""toin coss"" twice at 25:10. :D" VPZD_aij8H0 "1. Introduction to Statistics" "MIT 18.650 Statistics for Applications, Fall 2016" 4599.0 0.0 0.0 0.0
"The closing statement is to die for 😁 thanks for the amazing lecture." 9BYsNpTCZGg "Lecture 17: Rapidly Decreasing Singular Values" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 10049.0 0.0 0.0 0.0
"It is not that Greek minds are behind. There are everywhere clever and stupid people.
BTW great lectures!" 4Q37iOyBq44 "Lec 14 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 6963.0 0.0 0.0 0.0
"Awesome lecture. Neat and consistent. The stability part is much better than what i have learned in linear system class." IZqwi0wJovM "23. Differential Equations and exp(At)" "MIT 18.06 Linear Algebra, Spring 2005" 2762.0 0.0 0.0 0.0
"If he could interject comic relief every now and then he'd be phenomenal." FX4C-JpTFgY "3. Multiplication and Inverse Matrices" "MIT 18.06 Linear Algebra, Spring 2005" 6501.0 0.0 0.0 0.0
"항상성과 매개변수가 같다면 오진법과 십진법에서 7로 잡아서 문제를 풀고 대비숫자를 기준으로 문제를 도출해서 문제를 풀면된다. 의사결정 지원 시스템에 문제를 기입하고 풀면 됩니다." MsIvs_6vC38 "4. Factorization into A = LU" "MIT 18.06 Linear Algebra, Spring 2005" 15693.0 0.0 0.0 0.0
"thxxx a lot a lot " gMTiAeE0NCw "13. Bernoulli Process" "6.041 Probabilistic Systems Analysis and Applied Probability" 14938.0 0.0 0.0 0.0
"is it my computer or is the sound level a bit low?" Y4f7K9XF04k "7. Eckart-Young: The Closest Rank k Matrix to A" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 13638.0 0.0 0.0 0.0
"Fantastic lecture. Many thanks for this." X-ix97pw0xY "21. Generalized Linear Models" "MIT 18.650 Statistics for Applications, Fall 2016" 3733.0 0.0 0.0 0.0
"Jor jor se bolke logo ko scheme bata de" RDO6Py97IDg "1. A bridge between graph theory and additive combinatorics" "MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019" 7141.0 0.0 0.0 0.0
"42:16 For some cuts of s1, it cannot be pumped I think (there is even/odd fashion there, but it's proof by contradiction, so one example should be enough). Let's say p is odd, then we cut <vxy> where x=""1"" and (v, y) has same number of ""0""s in that case it can be pumped, but what if p is even ? then x=""1"" and we are left with (p-1) which clearly cuts in unequal parts for v and y, so the number of zeros in one side (whichever) will be smaller than other side. As I mentioned earlier, since we are proving by contradiction, one example should be sufficient to show the contradiction. Any thoughts, why this wouldn't work ?

Edit: I got it wrong at first glance, the answer to my statement above is: You need to show there is NO way to cut the string such that it can be pumped." IycOPFmEQk8 "5. CF Pumping Lemma, Turing Machines" "MIT 18.404J Theory of Computation, Fall 2020" 1177.0 0.0 1.0 0.0
"I'm actually confused how easily amused the crowd was lol" 3_goGnJm5sA "Lec 10: Second derivative test; boundaries & infinity | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 6303.0 0.0 0.0 0.0
"What B turns out to be" 8o5Cmfpeo6g "6. Column Space and Nullspace" "MIT 18.06 Linear Algebra, Spring 2005" 11382.0 0.0 0.0 0.0
"Genius teaching, every math student has to find a professor like him, in every domain of maths" 7UJ4CFRGd-U "An Interview with Gilbert Strang on Teaching Linear Algebra" "MIT 18.06 Linear Algebra, Spring 2005" 3997.0 0.0 0.0 0.0
"i love statistics exam, after calculating, i dk what did i calculate, but i still calculated stuff😂" VPZD_aij8H0 "1. Introduction to Statistics" "MIT 18.650 Statistics for Applications, Fall 2016" 13428.0 0.0 0.0 0.0
"Can someone please explain the significance of the answer to his last question at 47:13 ?" 6-wh6yvk6uc "12. Graphs, Networks, Incidence Matrices" "MIT 18.06 Linear Algebra, Spring 2005" 3088.0 0.0 1.0 0.0
"43:20 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ" 0D4BbCa4gHo "Lec 6: Velocity, acceleration; Kepler's second law | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 1204.0 0.0 0.0 0.0
"Not a fan of him proving the diffusion equation. I will use Chain Rule." wu8kXZSAp20 "Lec 29: Divergence theorem (cont.): applications & proof | MIT 18.02 Multivariable Calculus, Fall 07" "MIT 18.02 Multivariable Calculus, Fall 2007" 7913.0 0.0 0.0 0.0
"is that the best chalk?" srxexLishgY "18. Properties of Determinants" "MIT 18.06 Linear Algebra, Spring 2005" 13645.0 1.0 0.0 0.0
"Since I always hated it when sth is defined ""just so that it works"" or seemingly arbitrary..

The way I explain 0! = 1:
3! divided by 3 = 2!
2! divided by 2 = 1!
1! divided by 1 = 0! 

Same goes for x to the power of 0

Anyways the prof in this video explains things 100* better than my profs.. They just confuse me all the time and their slides look very complicated. Even these easy counting rules, that have been explained at high school pretty well..Luckily I found these videos on youtube" 6oV3pKLgW2I "4. Counting" "6.041 Probabilistic Systems Analysis and Applied Probability" 8675.0 0.0 0.0 0.0
"I am pretty sure that if I had been fortunate to attend his class, I would have gotten more interest in math and could be a better scientist." J7DzL2_Na80 "1. The Geometry of Linear Equations" "MIT 18.06 Linear Algebra, Spring 2005" 5132.0 0.0 0.0 0.0
"Notes: 1. For Ax=b, we can draw a picture that projection vector p plus e is equal to b. To solve linear regression problems we can calculate the A'Ax=A'b firstly. Then p=Ax, e=b-p.
2. If A has independent columns then A'A is invertible." osh80YCg_GM "16. Projection Matrices and Least Squares" "MIT 18.06 Linear Algebra, Spring 2005" 7941.0 0.0 0.0 1.0
"：）
" QVKj3LADCnA "2. Elimination with Matrices." "MIT 18.06 Linear Algebra, Spring 2005" 15695.0 0.0 0.0 0.0
"This lecture was beautiful... The way everything connects and binds together is stunning... Invaluable knowledge! Thanks mr. Strang" 6-wh6yvk6uc "12. Graphs, Networks, Incidence Matrices" "MIT 18.06 Linear Algebra, Spring 2005" 10831.0 0.0 0.0 0.0
"Professor Strang lays out the concept of vector spaces in almost tedious detail.  The result:  I finally confidently understand vector spaces at a very basic conceptual level and I'm already beginning to extrapolate for myself.  I imagine that this firm foundation will make the next few lectures that much easier and that much more rewarding.  Thank you Professor Strang and thank you MIT." JibVXBElKL0 "5. Transposes, Permutations, Spaces R^n" "MIT 18.06 Linear Algebra, Spring 2005" 8357.0 0.0 0.0 1.0
Yes!! Cx5Z-OslNWE "Course Introduction of 18.065 by Professor Strang" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 12144.0 0.0 0.0 0.0
Amazing xsP-S7yKaRA "5. Positive Definite and Semidefinite Matrices" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 2348.0 0.0 0.0 0.0
"He is really good...thx for uploading this" srxexLishgY "18. Properties of Determinants" "MIT 18.06 Linear Algebra, Spring 2005" 4534.0 0.0 0.0 0.0
"Thanks!!!! Very helpful.
" Y_Ac6KiQ1t0 "15. Projections onto Subspaces" "MIT 18.06 Linear Algebra, Spring 2005" 9839.0 0.0 0.0 0.0
"Im using this lecture series as a supplemental study aid for my multivariable calculus class right now and couldn't  help but talk myself through all the math on my midterm in a heavy french accent. All kidding aside, its incredible how even though this professor is teaching the brightest minds, he explains everything so clearly and logically that anyone could learn a ton from this course. MIT, i think its incredible that you guys post these lectures, your professors have an incredible way of communicating information and I think its extremely noble of you guys to make that accessible to anyone with access to a computer." PxCxlsl_YwY "Lec 1: Dot product | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 6579.0 0.0 0.0 1.0
"Math in the USA is really not difficult compared to what happens to African Nations." J7DzL2_Na80 "1. The Geometry of Linear Equations" "MIT 18.06 Linear Algebra, Spring 2005" 7606.0 0.0 0.0 0.0
"Which book does this class use?" Bv9kVDcj7yo "Lec 27 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 11708.0 0.0 0.0 0.0
"So underestimated approaches have been revield through column space matters more then rows space.
So genius." 23LLB9mNJvc "19. Determinant Formulas and Cofactors" "MIT 18.06 Linear Algebra, Spring 2005" 8798.0 0.0 0.0 0.0
"x = x1, x2, x3, x4 are like potentials V1, V2, V3, V4 at each node

Ax = 0 gives potential differences (voltages) V2-V1 etc. 

I = V/R (Ohm's law) gives currents I1 to I5 (y1 to y5) at each node
(he uses C to denote R^(-1) matrix)

(A^T)y = 0, which is Kirchhoff's current law" 6-wh6yvk6uc "12. Graphs, Networks, Incidence Matrices" "MIT 18.06 Linear Algebra, Spring 2005" 15451.0 0.0 0.0 0.0
"At 1:11:30 why does he use the biased sample variance and not the unbiased one? Conceptually it doesn't matter?" 4HRhg4eUiMo "8. Parametric Hypothesis Testing (cont.)" "MIT 18.650 Statistics for Applications, Fall 2016" 2603.0 0.0 1.0 0.0
"35:20 Being an orthogonal matrix does not mean that it is square." QNpj-gOXW9M "20. Cramer's Rule, Inverse Matrix, and Volume" "MIT 18.06 Linear Algebra, Spring 2005" 1007.0 0.0 1.0 0.0
"Hi, anybody knows if there is a way to get for free the book of the course? please email me primaveramanual@gmail.com" YiqIkSHSmyc "Lecture 1: The Column Space of A Contains All Vectors Ax" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 4721.0 0.0 0.0 0.0
"Limitazos






A'limites




I" cjeXg5rJ9D8 "Lecture 13: Limits of Functions" "MIT 18.100A Real Analysis, Fall 2020" 7368.0 0.0 0.0 0.0
"9m30s or five! epic " yjBerM5jWsc "9. Independence, Basis, and Dimension" "MIT 18.06 Linear Algebra, Spring 2005" 1447.0 0.0 0.0 0.0
"Can I complete and this while thoroughly understanding it within 14 days?(i mean all the 35 lectures in this course)
I have a two-week vacation and nothing to do.." 7K1sB05pE0A "Lec 1 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 3004.0 0.0 0.0 0.0
"Feels like we can do math on our own when we intuite it better" rYz83XPxiZo "6. Singular Value Decomposition (SVD)" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 3751.0 0.0 0.0 0.0
"Its amazing how the previous recitation perfectly syncs with the lecture at 16:17" 9Q1q7s1jTzU "8. Solving Ax = b: Row Reduced Form R" "MIT 18.06 Linear Algebra, Spring 2005" 7082.0 0.0 0.0 0.0
"glad i found the MIT videos
from india" 7K1sB05pE0A "Lec 1 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 12923.0 0.0 0.0 0.0
"seems that i have been in this classroom before, for some information theory course." srxexLishgY "18. Properties of Determinants" "MIT 18.06 Linear Algebra, Spring 2005" 14285.0 0.0 0.0 0.0
"22:52 so yağğğğğhhh y'know" TpWQlKHPyJ4 "Lec 31 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 705.0 0.0 0.0 0.0
"Takes me back to my student days to experience that brilliance of the art of Mathematics! The way teaching was meant to be. The difference now being the ""enjoyable aspect"" of Professor Strang's obvious devotion to the subject. Brilliantly presented lectures on often abstruse aspects, with an inbuilt system of ""creativity and innovation"" for students. Surely remarkable." 8o5Cmfpeo6g "6. Column Space and Nullspace" "MIT 18.06 Linear Algebra, Spring 2005" 9012.0 0.0 0.0 0.0
"should have gone to MIT...(sigh)
" PxCxlsl_YwY "Lec 1: Dot product | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 14296.0 0.0 0.0 0.0
"I like the way of writing ""of"". It seems like sign of the zodiac" JibVXBElKL0 "5. Transposes, Permutations, Spaces R^n" "MIT 18.06 Linear Algebra, Spring 2005" 5687.0 0.0 0.0 0.0
"37:28 lol" MsIvs_6vC38 "4. Factorization into A = LU" "MIT 18.06 Linear Algebra, Spring 2005" 1066.0 0.0 0.0 0.0
"Does he talk about the dropping the watermelon example in this video?" 7K1sB05pE0A "Lec 1 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 3453.0 0.0 0.0 0.0
"The person handling the cameras should be tracking the content pointed by the lecturer and not tracking the lecturer." z0ykhV15wLw "Lecture 13: Randomized Matrix Multiplication" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 10226.0 1.0 0.0 0.0
"Can it be applied in economics" uoL4lQxfgwg "Lecture 1: Basic Banach Space Theory" "MIT 18.102 Introduction to Functional Analysis, Spring 2021" 3057.0 0.0 0.0 0.0
"This course is a mine of gold" 8o5Cmfpeo6g "6. Column Space and Nullspace" "MIT 18.06 Linear Algebra, Spring 2005" 10490.0 0.0 0.0 0.0
"co factors is how you normally find the determinant...." 23LLB9mNJvc "19. Determinant Formulas and Cofactors" "MIT 18.06 Linear Algebra, Spring 2005" 12660.0 0.0 0.0 0.0
"All of these are taught to students of India at high school level XII standard in Science stream, at much deeper level specially to students preparing for admissions in IITs." HgEqXhsIq_g "Lec 29 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 2305.0 0.0 0.0 0.0
"@gerax89gunner1 My 10th grade math teacher took 2 months to explain what this guy explained in like 40 mins :/" PxCxlsl_YwY "Lec 1: Dot product | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 1850.0 0.0 0.0 0.0
"diffrentiate sec in a sec!!!" eHJuAByQf5A "Lec 7: Exam 1 review | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 12746.0 0.0 1.0 0.0
"41:53 These are questions that should be asked in recitation, not in lecture." BGE3wb7H2PA "Lec 33 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 1165.0 0.0 0.0 0.0
"what is meant by a combination?" FX4C-JpTFgY "3. Multiplication and Inverse Matrices" "MIT 18.06 Linear Algebra, Spring 2005" 15157.0 0.0 1.0 0.0
"Since San Francisco is relatively hilly, the elevation of a home may be a good way to distinguish the two cities." FX4C-JpTFgY "3. Multiplication and Inverse Matrices" "MIT 18.06 Linear Algebra, Spring 2005" 8677.0 0.0 0.0 0.0
"These lectures are so old (but they are truly gold)
I guess some of the students back there have become professors themselves" 8o5Cmfpeo6g "6. Column Space and Nullspace" "MIT 18.06 Linear Algebra, Spring 2005" 10412.0 0.0 0.0 0.0
"1/x{f(1/μ)}/Y·{0}BINARY CODE OF PROBABILITY: http://www.youtube.com/playlist?list=PLVGVQ_r7lIfkbG2206E5boPDZW8erbdjW
Solve for h. When h'/μ of cartesian (x'y'z') with quantum binary being {0}" Pd2xP5zDsRw "Lec 20 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 331.0 0.0 0.0 0.0
"This guy is awesome! When I did linear algebra, my prof taught us the simplest, most straightforward way to do things (bless his heart): this guy is teaching much more complicated ways, but the thinking is crystal clear." U1EcnfTKXJ0 "Lec 7: Review | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 10525.0 0.0 0.0 1.0
"thanks for this great lecture, MIT and the OCW team!" --lPz7VFnKI "Lec 39 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 14587.0 0.0 0.0 0.0
"I'm confused at around 17:25, detA*I shouldn't be detA^n*I? cause it is the matrix of detA,so each row can be divided over detA, so that is detA^n*I!" QNpj-gOXW9M "20. Cramer's Rule, Inverse Matrix, and Volume" "MIT 18.06 Linear Algebra, Spring 2005" 6312.0 0.0 1.0 0.0
"That lecture has been recorded few years ago, but my teacher still sucks in that moment -_-" 8o5Cmfpeo6g "6. Column Space and Nullspace" "MIT 18.06 Linear Algebra, Spring 2005" 9903.0 0.0 0.0 0.0
